time,conversion
0.0021068477608879297,0.0
0.011512679208039674,0.0
0.018345484628448577,0.0
0.025692833193621922,0.0
0.02722842655129214,0.0
0.028360143801875324,0.0
0.03727569304186504,0.0
0.057813397750418834,0.0
0.05818297863075241,0.0
0.058881883518256566,0.0
0.06494077214760363,0.0
0.07060530254530094,0.0
0.07724605279086517,0.0
0.08253998696863465,0.0
0.08594319921821152,0.0
0.11135898720033965,0.0
0.11214382361744658,0.0
0.113042992163279,0.0
0.11654208984666926,0.0
0.11969852455104181,0.0
0.12269364305713093,0.0
0.12493007405911291,0.0
0.1261238740426689,0.0
0.14656457217528862,0.0
0.1512379590174373,0.0
0.1557017648978873,0.0
0.15656758689768746,0.0
0.1641144381234017,0.0
0.17057724832564863,0.0
0.17371998299913965,0.0
0.17535315552012073,0.0
0.1767069922768805,0.0
0.1814226711282234,0.0
0.18509982036316452,0.0
0.18908929286643736,0.0
0.1903385790029646,0.0
0.19280747015357613,0.0
0.19823063588905432,0.0
0.20302091241836692,0.0
0.213586516356095,0.0
0.21385980767745677,0.0
0.2195628274806156,0.0
0.22170226310060903,0.0
0.23313773589126774,0.0
0.23430284550769717,0.0
0.23855345066798284,0.0
0.23885647718461567,0.0
0.24491956865197118,0.0
0.24893606006453123,0.0
0.2501244111803928,0.0
0.2522730608502289,0.0
0.2536094310824382,0.0
0.25528611288431247,0.0
0.2560433072333063,0.0
0.2585019071282946,0.0
0.2591737747829548,0.0
0.26686607968476844,0.0
0.27053620903825254,0.0
0.27269995879481174,0.0
0.27631612202071604,0.0
0.27921202088133473,0.0
0.2802961733710303,0.0
0.28521557582803353,0.0
0.2874720523463916,0.0
0.28750809024150875,0.0
0.2916266087112051,0.0
0.2919061970932254,0.0
0.2930643170607495,0.0
0.29448659990027853,0.0
0.2945332216908087,0.0
0.2991020313379538,0.0
0.3021855730292527,0.0
0.3028599462691851,0.0
0.30532995159457504,0.0
0.30560921702684396,0.0
0.30926517567143763,0.0
0.31728751419149276,0.0
0.32089322541007825,0.0
0.32715269204624053,0.0
0.33030614911297423,0.0
0.332398552934375,0.0
0.3365634465672249,0.0
0.33954535859787466,0.0
0.3413911832319227,0.0
0.3422591464853232,0.0
0.3425178014638656,0.0
0.3451534078730963,0.0
0.34727866796195167,0.0
0.34778694826422096,0.0
0.34792381767852565,0.0
0.34811719797203255,0.0
0.34890611976294345,0.0
0.35368890061930025,0.0
0.35498071957641897,0.0
0.3553525110008946,0.0
0.3589705523628123,0.0
0.3600242171816046,0.0
0.36011746351271967,0.0
0.3602961484971618,0.0
0.3612669387737329,0.0
0.3619862086693651,0.0
0.36251041881997076,0.0
0.3640306581556786,0.0
0.364717909949789,0.0
0.36749642364837637,0.0
0.36964676244554123,0.0
0.37221920404655856,0.0
0.3728754205115797,0.0
0.3833335379173189,0.0
0.3842000013634862,0.0
0.3888338962812497,0.0
0.39328385720990894,0.0
0.3950536849157626,0.0
0.3970475138648748,0.0
0.3973007797541874,0.0
0.39983324025761136,0.0
0.39990410003661403,0.0
0.40009017377981265,0.0
0.40452001391053,0.0
0.4109356937575907,0.0
0.411092600475943,0.0
0.412605647530615,0.0
0.41413301198523395,0.0
0.4161463481274833,0.0
0.41765345365619616,0.0
0.42396481942786013,0.0
0.42419530166662445,0.0
0.42445222754996775,0.0
0.42469945260952247,0.0
0.42552113381948387,0.0
0.425904654069827,0.0
0.4259260476440763,0.0
0.4262063913692345,0.0
0.42909034772756693,0.0
0.4303798049984086,0.0
0.43440585514528846,0.0
0.4356469438921518,0.0
0.43692097312441835,0.0
0.4380018754172394,0.0
0.4399542124897048,0.04997501249375312
0.440698076436583,0.04997501249375312
0.44455797289931914,0.0999000999000999
0.4454313838677017,0.0999000999000999
0.4477390385265116,0.0999000999000999
0.4480679653998878,0.0999000999000999
0.44952941127907237,0.0999000999000999
0.4495707764177432,0.0999000999000999
0.4501091873636531,0.0999000999000999
0.45023386443363067,0.14977533699450823
0.4512894008170995,0.14977533699450823
0.4532110515895878,0.14977533699450823
0.4532978801971271,0.14977533699450823
0.45390050872387294,0.14977533699450823
0.4544975293141853,0.14977533699450823
0.4550533117128051,0.14977533699450823
0.4567188779318976,0.14977533699450823
0.4571943052067087,0.14977533699450823
0.45755146917473155,0.14977533699450823
0.45841159255350555,0.14977533699450823
0.45878929034663185,0.14977533699450823
0.45909296341848355,0.14977533699450823
0.46184432995505803,0.14977533699450823
0.4626768943213103,0.14977533699450823
0.4629425124267993,0.14977533699450823
0.46360205720889236,0.14977533699450823
0.46817081260253446,0.14977533699450823
0.4685862423029095,0.14977533699450823
0.4687976092659033,0.14977533699450823
0.4688227572334088,0.14977533699450823
0.4719561293443427,0.14977533699450823
0.4732788253437623,0.14977533699450823
0.4745635266702116,0.14977533699450823
0.4746125238974427,0.14977533699450823
0.4750470168465041,0.14977533699450823
0.4768408336939903,0.14977533699450823
0.4791206438865322,0.14977533699450823
0.4801586143329326,0.14977533699450823
0.48457701057827524,0.14977533699450823
0.4845857732494309,0.14977533699450823
0.48469049210830734,0.14977533699450823
0.4849542526870705,0.14977533699450823
0.4882464533183495,0.14977533699450823
0.4889832010044703,0.14977533699450823
0.4890535089105872,0.14977533699450823
0.49039920795948094,0.14977533699450823
0.4912896327792029,0.14977533699450823
0.49197401624967496,0.14977533699450823
0.4949478806782058,0.14977533699450823
0.4972402754926441,0.14977533699450823
0.5010057218077243,0.14977533699450823
0.5012832249626293,0.14977533699450823
0.5017410444835982,0.14977533699450823
0.5022486799713723,0.14977533699450823
0.50374705609956,0.14977533699450823
0.5039810796238622,0.14977533699450823
0.5042143132761834,0.14977533699450823
0.505110415311081,0.14977533699450823
0.5056333983302258,0.14977533699450823
0.5063707955725432,0.14977533699450823
0.5072541126456551,0.14977533699450823
0.5074866791601108,0.14977533699450823
0.5082646601271019,0.14977533699450823
0.5082737305521472,0.14977533699450823
0.5091357821868187,0.14977533699450823
0.5110292570913098,0.14977533699450823
0.513235952322895,0.14977533699450823
0.513312290760666,0.14977533699450823
0.5139484678738292,0.14977533699450823
0.5147781840727217,0.14977533699450823
0.5150660103395108,0.14977533699450823
0.5151942402185327,0.14977533699450823
0.5153990344017959,0.14977533699450823
0.519583561065295,0.14977533699450823
0.5200257519961811,0.14977533699450823
0.5207563070937666,0.14977533699450823
0.5208313727388579,0.14977533699450823
0.5210313349431187,0.14977533699450823
0.5213279215916677,0.14977533699450823
0.52186166813036,0.14977533699450823
